game,day,CDA.ask.accepted.quantity,CDA.bid.accepted.quantity,CDA.ask.accepted.price.min,CDA.bid.accepted.price.min,CDA.ask.accepted.price.max,CDA.bid.accepted.price.max,CDA.ask.accepted.price.mean,CDA.bid.accepted.price.mean,CDA.ask.accepted.price.stdev,CDA.bid.accepted.price.stdev,CDA.transaction.quantity,CDA.transaction.price.min,CDA.transaction.price.max,CDA.transaction.price.mean,CDA.transaction.price.stdev
0,133,+11.000,+11.000,+97.588,+98.133,+100.535,+106.503,+98.739,+100.267,+0.955,+2.103,+11.000,+97.861,+103.519,+99.503,+1.416
0,134,+23.000,+23.000,+98.133,+98.133,+105.598,+145.243,+100.787,+112.931,+2.198,+15.685,+23.000,+98.133,+122.854,+106.859,+8.429
0,135,+12.000,+12.000,+96.853,+99.543,+102.681,+116.199,+99.931,+105.449,+1.947,+7.098,+12.000,+98.198,+109.075,+102.690,+4.149
0,136,+9.000,+9.000,+99.179,+101.194,+106.565,+112.457,+100.981,+104.948,+2.206,+5.309,+9.000,+100.187,+109.511,+102.964,+3.583
0,137,+24.000,+24.000,+98.602,+101.194,+107.715,+198.633,+103.437,+132.129,+2.750,+30.821,+24.000,+100.628,+150.494,+117.783,+14.678
0,138,+9.000,+9.000,+99.111,+101.194,+107.417,+128.312,+100.497,+111.227,+2.495,+9.588,+9.000,+100.153,+115.702,+105.862,+5.441
0,139,+6.000,+6.000,+97.485,+99.499,+104.463,+136.197,+99.866,+112.845,+2.557,+13.229,+6.000,+98.693,+117.257,+106.355,+6.788
0,140,+6.000,+6.000,+97.660,+100.383,+103.991,+108.686,+100.542,+104.546,+1.839,+4.140,+6.000,+99.056,+106.339,+102.544,+2.707
0,141,+12.000,+12.000,+96.367,+98.358,+100.423,+106.038,+99.138,+100.836,+1.090,+2.159,+12.000,+97.363,+103.010,+99.987,+1.496
0,142,+7.000,+7.000,+97.854,+100.446,+107.218,+110.845,+101.434,+105.331,+2.694,+4.847,+7.000,+99.150,+109.031,+103.383,+3.295
0,143,+3.000,+3.000,+97.232,+107.756,+99.525,+107.756,+98.501,+107.756,+0.952,+0.000,+3.000,+102.494,+103.640,+103.128,+0.476
0,144,+8.000,+8.000,+96.035,+97.270,+98.863,+103.546,+97.366,+100.270,+1.034,+1.572,+8.000,+97.090,+99.791,+98.818,+0.830
0,145,+3.000,+3.000,+97.270,+97.270,+97.270,+97.317,+97.270,+97.301,+0.000,+0.022,+3.000,+97.270,+97.294,+97.286,+0.011
0,146,+14.000,+14.000,+95.653,+97.660,+109.325,+126.566,+101.023,+112.760,+3.459,+10.269,+14.000,+97.526,+116.031,+106.892,+6.088
0,147,+6.000,+6.000,+96.512,+103.445,+106.263,+109.402,+100.388,+106.639,+3.030,+2.203,+6.000,+100.979,+107.833,+103.513,+2.322
0,148,+9.000,+9.000,+97.211,+98.453,+99.252,+102.271,+97.968,+99.505,+0.673,+1.274,+9.000,+97.862,+100.305,+98.737,+0.841
0,149,+3.000,+3.000,+98.081,+103.090,+100.661,+144.090,+98.941,+116.757,+1.216,+19.328,+3.000,+100.586,+121.086,+107.849,+9.375
0,150,+15.000,+15.000,+96.731,+99.896,+135.239,+173.908,+102.249,+116.120,+8.886,+20.043,+15.000,+99.896,+138.574,+109.184,+12.167
0,151,+9.000,+9.000,+97.639,+100.756,+100.283,+128.960,+99.151,+107.969,+0.982,+9.650,+9.000,+99.198,+114.562,+103.560,+4.985
0,152,+13.000,+13.000,+97.068,+98.644,+109.824,+117.623,+101.786,+108.065,+3.970,+6.339,+13.000,+98.540,+112.687,+104.926,+4.793
0,153,+10.000,+10.000,+97.496,+97.997,+105.347,+117.685,+101.514,+107.432,+2.582,+4.655,+10.000,+97.747,+109.290,+104.473,+2.899
