game,day,CDA.ask.accepted.quantity,CDA.bid.accepted.quantity,CH.ask.accepted.quantity,CH.bid.accepted.quantity,CDA.ask.accepted.price.min,CDA.bid.accepted.price.min,CH.ask.accepted.price.min,CH.bid.accepted.price.min,CDA.ask.accepted.price.max,CDA.bid.accepted.price.max,CH.ask.accepted.price.max,CH.bid.accepted.price.max,CDA.ask.accepted.price.mean,CDA.bid.accepted.price.mean,CH.ask.accepted.price.mean,CH.bid.accepted.price.mean,CDA.ask.accepted.price.stdev,CDA.bid.accepted.price.stdev,CH.ask.accepted.price.stdev,CH.bid.accepted.price.stdev,CDA.transaction.quantity,CH.transaction.quantity,CDA.transaction.price.min,CH.transaction.price.min,CDA.transaction.price.max,CH.transaction.price.max,CDA.transaction.price.mean,CH.transaction.price.mean,CDA.transaction.price.stdev,CH.transaction.price.stdev
0,0,+20.000,+20.000,+13.000,+13.000,+96.905,+104.436,+100.445,+106.629,+124.829,+134.132,+115.800,+132.626,+113.284,+118.902,+107.235,+117.853,+7.387,+6.975,+5.395,+9.613,+20.000,+13.000,+100.670,+103.710,+125.429,+116.055,+116.093,+109.913,+6.608,+4.764
0,1,+12.000,+12.000,+21.000,+21.000,+99.296,+102.281,+99.757,+115.629,+110.426,+148.138,+115.629,+185.509,+103.110,+112.992,+107.932,+133.944,+3.400,+13.115,+4.495,+18.612,+12.000,+21.000,+100.789,+111.417,+127.059,+121.858,+108.051,+114.983,+7.660,+3.288
0,2,+21.000,+21.000,+6.000,+6.000,+103.414,+103.414,+96.624,+100.901,+139.758,+164.235,+103.282,+124.925,+109.626,+126.140,+99.189,+113.869,+8.877,+18.945,+2.338,+9.420,+21.000,+6.000,+103.414,+98.970,+141.585,+103.769,+117.883,+101.186,+12.815,+2.047
0,3,+16.000,+16.000,+12.000,+12.000,+101.969,+102.859,+97.762,+102.889,+124.200,+148.367,+119.830,+157.662,+105.247,+114.517,+104.765,+136.141,+5.164,+11.953,+5.182,+19.612,+16.000,+12.000,+102.414,+102.648,+136.284,+126.149,+109.882,+111.648,+8.198,+8.773
0,4,+20.000,+20.000,+15.000,+15.000,+99.427,+101.587,+99.112,+106.066,+111.444,+132.791,+110.159,+138.535,+103.575,+109.441,+105.576,+120.137,+2.703,+9.490,+2.411,+10.553,+20.000,+15.000,+100.957,+103.948,+119.701,+110.281,+106.508,+107.603,+5.467,+1.916
0,5,+21.000,+21.000,+6.000,+6.000,+96.020,+100.243,+101.611,+108.994,+139.520,+153.283,+106.541,+137.138,+106.114,+112.690,+102.836,+119.233,+8.663,+13.731,+1.759,+11.759,+21.000,+6.000,+98.131,+102.421,+146.401,+108.290,+109.402,+105.681,+10.873,+2.063
0,6,+21.000,+21.000,+13.000,+13.000,+98.298,+98.568,+99.032,+102.032,+133.605,+168.271,+110.726,+125.681,+106.608,+119.982,+103.435,+113.760,+7.797,+18.521,+3.843,+9.026,+21.000,+13.000,+98.433,+101.489,+142.139,+111.563,+113.295,+106.065,+11.596,+3.829
0,7,+18.000,+18.000,+6.000,+6.000,+98.219,+101.365,+107.442,+110.441,+105.922,+117.145,+110.441,+159.999,+102.147,+107.156,+108.320,+131.085,+2.209,+4.446,+0.979,+21.793,+18.000,+6.000,+99.792,+108.942,+110.012,+113.104,+104.651,+110.639,+2.940,+1.707
0,8,+24.000,+24.000,+9.000,+9.000,+97.583,+100.599,+95.717,+105.997,+112.917,+147.168,+110.441,+153.716,+102.886,+111.487,+104.437,+132.321,+4.136,+13.849,+5.029,+20.739,+24.000,+9.000,+99.880,+100.887,+128.544,+118.123,+107.187,+108.954,+8.041,+5.797
0,9,+14.000,+14.000,+11.000,+11.000,+97.415,+98.422,+100.312,+105.997,+106.430,+184.089,+105.997,+163.023,+101.232,+118.998,+103.002,+125.461,+2.239,+25.700,+2.174,+19.536,+14.000,+11.000,+97.918,+104.113,+142.174,+106.222,+110.115,+105.091,+13.336,+0.817
0,10,+14.000,+14.000,+12.000,+12.000,+99.208,+101.763,+97.729,+103.530,+103.883,+127.072,+104.509,+119.413,+102.228,+108.381,+101.081,+108.317,+1.083,+8.860,+2.506,+4.914,+14.000,+12.000,+100.486,+102.767,+114.975,+105.253,+105.304,+103.602,+4.575,+0.815
0,11,+23.000,+23.000,+19.000,+19.000,+97.946,+101.050,+96.154,+104.509,+133.214,+154.402,+105.997,+168.615,+103.429,+115.397,+102.101,+127.809,+6.704,+16.852,+3.501,+20.920,+23.000,+19.000,+100.040,+101.179,+134.150,+105.997,+109.413,+104.417,+9.991,+1.353
0,12,+22.000,+22.000,+13.000,+13.000,+100.266,+101.309,+97.781,+105.336,+113.262,+149.653,+109.997,+124.715,+103.565,+109.952,+103.148,+117.335,+3.314,+10.236,+2.776,+6.844,+22.000,+13.000,+100.787,+100.873,+125.950,+110.375,+106.758,+106.201,+5.613,+2.622
0,13,+19.000,+19.000,+13.000,+13.000,+99.020,+102.025,+97.029,+104.341,+141.267,+150.809,+108.672,+163.692,+108.663,+118.492,+103.390,+130.832,+9.962,+15.452,+3.436,+21.572,+19.000,+13.000,+100.523,+102.951,+146.038,+109.149,+113.577,+106.230,+11.209,+2.133
0,14,+18.000,+18.000,+9.000,+9.000,+100.995,+105.404,+95.639,+99.898,+113.474,+171.201,+102.717,+113.850,+106.337,+116.189,+99.728,+105.033,+4.115,+17.301,+2.051,+3.797,+18.000,+9.000,+103.199,+98.286,+142.338,+103.529,+111.263,+101.459,+10.259,+1.902
0,15,+12.000,+12.000,+16.000,+16.000,+98.002,+102.889,+97.980,+104.749,+105.017,+118.088,+106.797,+138.809,+102.296,+111.151,+102.809,+115.766,+2.858,+5.087,+2.805,+9.474,+12.000,+16.000,+100.446,+103.500,+111.552,+112.742,+106.723,+106.516,+3.448,+2.564
0,16,+4.000,+4.000,+14.000,+14.000,+101.462,+102.025,+98.804,+104.616,+102.889,+115.261,+106.591,+141.085,+101.891,+105.334,+103.805,+115.823,+0.580,+5.731,+2.227,+11.798,+4.000,+14.000,+101.744,+103.110,+109.075,+107.332,+103.613,+105.862,+3.154,+1.358
0,17,+6.000,+6.000,+15.000,+15.000,+100.136,+105.221,+100.389,+108.094,+105.017,+124.812,+110.074,+172.737,+102.316,+115.500,+104.681,+123.600,+1.826,+6.931,+3.282,+24.674,+6.000,+15.000,+102.678,+103.215,+114.374,+112.583,+108.908,+107.544,+3.865,+3.338
0,18,+11.000,+11.000,+15.000,+15.000,+97.013,+101.298,+100.314,+104.158,+101.556,+123.388,+107.362,+160.630,+99.976,+110.577,+103.816,+115.705,+1.915,+6.979,+1.666,+18.289,+11.000,+15.000,+99.155,+104.136,+111.863,+107.429,+105.276,+105.245,+3.720,+0.901
0,19,+12.000,+12.000,+15.000,+15.000,+100.115,+103.805,+97.233,+105.897,+137.949,+176.753,+106.897,+149.530,+108.102,+127.353,+102.903,+117.448,+10.381,+28.074,+2.868,+12.857,+12.000,+15.000,+102.724,+104.008,+157.351,+107.114,+117.728,+106.103,+17.975,+1.002
0,20,+16.000,+16.000,+21.000,+21.000,+101.556,+101.556,+97.186,+99.246,+109.700,+124.170,+128.528,+244.181,+103.327,+108.444,+107.837,+153.878,+2.132,+7.603,+7.720,+36.178,+16.000,+21.000,+101.556,+99.246,+114.310,+128.872,+105.886,+115.692,+4.383,+8.298
