game,day,buyerGD_0.value,buyerGD_1.value,buyerGD_10.value,buyerGD_11.value,buyerGD_2.value,buyerGD_3.value,buyerGD_4.value,buyerGD_5.value,buyerGD_6.value,buyerGD_7.value,buyerGD_8.value,buyerGD_9.value,buyerRE_0.value,buyerRE_1.value,buyerRE_10.value,buyerRE_11.value,buyerRE_2.value,buyerRE_3.value,buyerRE_4.value,buyerRE_5.value,buyerRE_6.value,buyerRE_7.value,buyerRE_8.value,buyerRE_9.value,buyerZIC_0.value,buyerZIC_1.value,buyerZIC_10.value,buyerZIC_11.value,buyerZIC_2.value,buyerZIC_3.value,buyerZIC_4.value,buyerZIC_5.value,buyerZIC_6.value,buyerZIC_7.value,buyerZIC_8.value,buyerZIC_9.value,buyerZIP_0.value,buyerZIP_1.value,buyerZIP_10.value,buyerZIP_11.value,buyerZIP_2.value,buyerZIP_3.value,buyerZIP_4.value,buyerZIP_5.value,buyerZIP_6.value,buyerZIP_7.value,buyerZIP_8.value,buyerZIP_9.value,sellerGD_0.value,sellerGD_1.value,sellerGD_10.value,sellerGD_11.value,sellerGD_2.value,sellerGD_3.value,sellerGD_4.value,sellerGD_5.value,sellerGD_6.value,sellerGD_7.value,sellerGD_8.value,sellerGD_9.value,sellerRE_0.value,sellerRE_1.value,sellerRE_10.value,sellerRE_11.value,sellerRE_2.value,sellerRE_3.value,sellerRE_4.value,sellerRE_5.value,sellerRE_6.value,sellerRE_7.value,sellerRE_8.value,sellerRE_9.value,sellerZIC_0.value,sellerZIC_1.value,sellerZIC_10.value,sellerZIC_11.value,sellerZIC_2.value,sellerZIC_3.value,sellerZIC_4.value,sellerZIC_5.value,sellerZIC_6.value,sellerZIC_7.value,sellerZIC_8.value,sellerZIC_9.value,sellerZIP_0.value,sellerZIP_1.value,sellerZIP_10.value,sellerZIP_11.value,sellerZIP_2.value,sellerZIP_3.value,sellerZIP_4.value,sellerZIP_5.value,sellerZIP_6.value,sellerZIP_7.value,sellerZIP_8.value,sellerZIP_9.value
0,20,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+104.116,+98.916,+100.683,+95.827,+96.555,+95.360,+101.602,+95.246,+95.906,+102.398,+102.459,+100.991,+104.893,+97.326,+103.522,+101.963,+98.857,+101.221,+103.892,+102.541,+99.173,+101.973,+103.703,+103.514,+99.409,+101.801,+97.085,+103.986,+99.284,+101.558,+102.648,+104.928,+98.473,+99.421,+97.956,+101.951,+102.960,+98.054,+100.114,+100.531,+98.163,+99.852,+103.071,+98.791,+95.494,+97.905,+96.411,+100.245
0,21,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+95.346,+101.789,+101.960,+97.023,+103.973,+96.699,+100.642,+95.221,+97.442,+103.650,+99.585,+95.818,+103.663,+104.776,+95.731,+97.157,+104.979,+99.356,+95.504,+102.375,+97.616,+104.259,+101.413,+98.637,+101.633,+103.634,+100.253,+100.858,+97.370,+96.719,+102.635,+97.257,+101.599,+104.850,+95.492,+103.149,+100.272,+102.280,+101.646,+98.056,+103.540,+99.880,+96.807,+100.705,+103.735,+99.032,+95.800,+103.539
0,22,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+98.181,+99.095,+104.116,+101.767,+96.325,+103.090,+100.341,+104.152,+104.445,+102.610,+103.847,+99.144,+97.496,+99.486,+95.364,+96.235,+97.210,+95.306,+104.095,+96.590,+96.704,+99.346,+95.698,+100.355,+99.563,+102.721,+103.794,+98.920,+95.046,+100.046,+95.336,+96.396,+96.242,+99.865,+101.160,+95.066,+103.773,+97.515,+104.719,+102.534,+95.185,+95.485,+99.780,+102.195,+97.599,+101.252,+101.908,+100.563
0,23,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+95.836,+96.125,+95.919,+99.660,+100.029,+102.267,+97.659,+104.338,+97.425,+104.804,+101.659,+95.923,+101.219,+104.253,+101.167,+97.875,+104.839,+101.542,+95.544,+99.429,+99.481,+104.493,+98.674,+101.131,+96.212,+96.733,+102.008,+95.773,+100.002,+102.126,+98.303,+100.786,+95.862,+99.470,+103.473,+99.909,+104.159,+103.602,+103.973,+98.169,+99.258,+95.120,+104.840,+99.455,+104.542,+104.939,+104.721,+97.170
0,24,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+99.974,+104.452,+96.720,+101.133,+98.901,+101.873,+95.973,+100.756,+102.550,+99.100,+104.496,+96.054,+101.078,+99.000,+95.086,+97.787,+103.442,+104.958,+103.071,+97.198,+97.814,+104.306,+95.351,+100.248,+99.892,+101.688,+98.080,+98.478,+103.300,+101.915,+98.774,+99.381,+104.777,+103.146,+98.762,+103.464,+95.153,+98.291,+98.385,+101.097,+102.662,+95.110,+100.280,+97.074,+101.524,+96.112,+96.761,+100.699
0,25,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+102.538,+104.027,+98.721,+96.207,+102.559,+96.813,+101.369,+102.017,+101.056,+98.187,+100.452,+96.218,+99.074,+100.752,+97.105,+98.118,+102.807,+97.852,+98.174,+101.229,+104.481,+96.303,+103.635,+95.582,+95.810,+101.202,+103.805,+103.340,+99.995,+98.213,+103.632,+99.907,+98.558,+104.489,+102.488,+96.490,+104.943,+101.884,+96.344,+104.512,+104.624,+96.551,+102.354,+96.778,+100.980,+96.494,+99.796,+102.727
0,26,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+102.593,+96.323,+103.323,+103.184,+98.326,+95.566,+99.513,+96.486,+97.259,+102.966,+104.314,+99.111,+100.719,+98.602,+96.569,+102.772,+103.946,+98.244,+102.209,+104.925,+103.575,+101.927,+99.156,+100.409,+102.216,+99.401,+97.018,+95.867,+104.766,+100.714,+100.985,+96.308,+95.268,+100.798,+98.326,+97.283,+100.926,+101.967,+101.495,+99.624,+101.116,+100.750,+99.215,+104.629,+100.095,+95.700,+98.562,+98.076
0,27,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+101.548,+103.508,+101.815,+97.720,+96.337,+95.607,+99.239,+97.732,+96.829,+102.740,+95.144,+104.899,+100.478,+98.378,+96.514,+98.788,+103.230,+97.084,+101.543,+95.172,+101.386,+101.861,+102.171,+104.699,+99.633,+104.390,+102.979,+95.523,+101.256,+99.665,+102.797,+102.403,+97.269,+96.485,+97.898,+101.490,+96.903,+99.477,+100.733,+104.986,+101.015,+101.572,+101.330,+100.941,+95.595,+104.508,+95.667,+104.324
0,28,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+101.985,+100.766,+104.277,+95.159,+103.668,+103.648,+99.322,+100.381,+102.065,+97.872,+97.255,+104.949,+100.624,+102.742,+101.397,+96.210,+104.755,+103.869,+98.848,+104.559,+104.340,+101.975,+102.493,+101.935,+102.164,+95.193,+99.800,+98.264,+104.504,+101.643,+103.411,+95.398,+103.884,+97.872,+102.467,+100.814,+102.395,+102.344,+101.258,+99.039,+98.759,+101.429,+103.619,+103.056,+99.860,+98.415,+98.301,+102.869
0,29,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+102.907,+99.217,+96.643,+97.792,+98.417,+102.859,+97.718,+103.235,+103.521,+101.577,+104.037,+104.532,+100.589,+99.601,+102.423,+99.448,+98.312,+102.187,+104.192,+102.408,+104.384,+99.045,+96.956,+102.486,+98.797,+100.057,+101.451,+104.513,+98.611,+104.456,+95.626,+98.412,+96.788,+96.170,+100.185,+100.442,+97.302,+103.410,+102.626,+100.868,+95.617,+96.855,+95.199,+97.141,+104.843,+98.600,+101.923,+99.210
0,30,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+98.111,+104.752,+95.108,+99.877,+100.080,+99.337,+98.558,+95.693,+99.326,+96.295,+103.991,+96.417,+104.527,+102.105,+104.664,+96.122,+104.795,+95.250,+97.362,+98.716,+96.487,+97.246,+99.898,+97.924,+103.214,+97.058,+101.019,+95.917,+96.955,+99.560,+102.064,+96.750,+96.558,+95.853,+104.784,+98.012,+104.152,+96.049,+103.400,+101.964,+95.619,+99.374,+100.502,+97.023,+98.540,+98.308,+99.072,+95.530
0,31,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+100.876,+103.640,+98.664,+96.180,+99.964,+95.313,+102.702,+102.501,+97.182,+102.446,+101.983,+103.083,+104.909,+97.072,+98.131,+96.983,+95.411,+100.975,+102.043,+104.338,+104.747,+100.253,+96.933,+100.099,+102.663,+98.656,+100.821,+104.180,+98.719,+101.699,+97.024,+98.837,+104.477,+100.272,+103.953,+99.765,+103.637,+96.997,+98.301,+99.095,+97.355,+95.432,+99.129,+101.196,+97.507,+96.602,+97.617,+97.914
0,32,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+104.013,+96.807,+102.682,+99.759,+95.212,+96.591,+104.712,+103.205,+100.873,+103.935,+100.788,+103.583,+95.567,+101.418,+98.292,+103.458,+99.550,+96.213,+97.704,+104.135,+102.107,+101.412,+98.418,+100.870,+99.893,+97.334,+101.715,+97.479,+101.256,+95.512,+101.822,+101.063,+99.039,+101.256,+101.401,+95.893,+99.904,+102.132,+97.601,+104.734,+99.351,+100.367,+100.429,+100.237,+102.802,+100.891,+98.448,+96.329
0,33,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+97.157,+103.447,+95.097,+96.591,+103.318,+104.784,+95.891,+96.564,+97.763,+97.025,+95.878,+95.735,+97.549,+95.762,+101.203,+95.401,+102.100,+98.337,+104.539,+104.761,+98.622,+103.284,+96.085,+104.719,+96.288,+103.463,+97.668,+99.636,+100.830,+101.131,+104.136,+104.812,+99.497,+98.700,+99.544,+97.364,+95.067,+102.732,+99.023,+102.392,+96.529,+97.024,+102.533,+101.299,+104.863,+104.413,+103.458,+96.154
0,34,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+100.510,+99.646,+101.780,+102.591,+104.836,+98.777,+98.853,+104.670,+97.484,+95.732,+102.939,+102.624,+104.400,+96.651,+96.037,+101.774,+99.158,+99.585,+98.025,+99.925,+96.952,+97.736,+96.462,+96.021,+100.598,+99.496,+104.938,+100.891,+102.654,+103.872,+102.217,+96.346,+95.967,+95.283,+99.362,+96.487,+101.524,+104.236,+97.528,+101.574,+102.453,+100.762,+104.632,+97.719,+104.701,+103.080,+100.928,+97.955
0,35,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+100.881,+103.028,+101.687,+99.065,+103.632,+96.726,+96.174,+96.099,+98.080,+96.615,+102.175,+101.892,+95.751,+95.497,+102.312,+99.539,+99.801,+101.284,+96.056,+96.866,+100.278,+97.337,+96.080,+97.412,+103.734,+99.483,+100.200,+101.486,+100.141,+102.216,+98.990,+95.789,+101.422,+100.760,+103.492,+99.675,+99.528,+95.231,+100.478,+96.004,+101.957,+103.068,+100.161,+102.408,+100.505,+96.025,+100.134,+96.502
0,36,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+98.506,+101.860,+102.500,+96.706,+104.719,+101.568,+102.521,+98.796,+100.523,+97.891,+96.033,+102.007,+104.185,+95.044,+103.120,+101.314,+98.737,+103.671,+100.137,+96.730,+101.556,+103.008,+104.571,+104.537,+97.144,+102.833,+102.065,+97.381,+99.225,+100.868,+95.855,+98.979,+98.850,+100.553,+103.549,+101.825,+102.090,+99.038,+104.151,+101.479,+99.236,+97.437,+103.477,+102.815,+100.960,+102.572,+104.894,+99.415
0,37,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+100.801,+97.554,+99.752,+100.270,+96.264,+99.066,+100.680,+99.618,+100.354,+102.203,+104.978,+100.543,+101.447,+95.499,+95.009,+99.653,+100.635,+98.710,+96.320,+102.106,+102.948,+99.260,+97.942,+97.604,+98.332,+97.139,+104.819,+97.193,+103.554,+95.851,+103.814,+96.757,+101.544,+104.364,+97.993,+99.079,+98.382,+102.098,+95.669,+102.838,+100.601,+100.857,+96.165,+100.634,+95.645,+97.920,+101.260,+98.577
0,38,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+98.946,+95.024,+104.500,+97.637,+99.675,+97.069,+96.586,+98.374,+99.351,+95.710,+99.744,+102.417,+104.886,+101.600,+95.911,+95.551,+96.004,+103.344,+102.987,+101.011,+101.171,+96.765,+96.026,+103.858,+100.353,+99.969,+97.473,+97.848,+99.276,+102.780,+103.264,+103.657,+103.314,+97.241,+95.743,+99.066,+100.472,+103.811,+98.082,+103.505,+96.627,+95.084,+102.542,+100.027,+103.068,+100.306,+96.504,+97.721
0,39,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+99.900,+100.189,+102.420,+96.148,+101.387,+98.726,+98.641,+99.212,+103.095,+99.490,+104.736,+102.333,+100.625,+104.696,+104.589,+103.585,+102.808,+97.867,+96.840,+98.390,+102.227,+100.020,+104.343,+98.749,+103.898,+95.201,+95.243,+100.256,+103.887,+98.964,+97.944,+101.685,+99.412,+103.165,+98.974,+101.736,+103.217,+100.255,+104.521,+104.448,+96.785,+95.814,+102.711,+103.844,+100.243,+100.654,+98.512,+102.275
0,40,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+95.106,+101.771,+97.944,+98.048,+99.831,+103.126,+99.251,+100.743,+102.911,+96.339,+103.124,+101.283,+95.858,+95.675,+95.901,+98.402,+98.064,+101.406,+102.844,+97.296,+101.774,+104.074,+95.310,+96.940,+100.133,+101.745,+100.920,+98.013,+96.358,+101.870,+100.287,+98.924,+97.824,+99.944,+97.901,+100.866,+98.647,+97.474,+98.574,+99.216,+102.780,+102.370,+99.869,+96.244,+104.522,+95.287,+98.369,+97.082
0,41,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+104.128,+97.527,+96.412,+103.679,+103.008,+101.553,+102.326,+103.594,+97.710,+102.622,+96.794,+99.838,+101.532,+96.674,+99.235,+102.358,+98.128,+102.284,+101.364,+98.059,+95.053,+99.116,+99.350,+101.190,+103.048,+103.844,+100.690,+103.120,+97.115,+97.146,+96.194,+102.394,+98.633,+104.434,+97.383,+95.121,+102.913,+104.062,+101.939,+99.426,+104.019,+97.930,+96.482,+101.753,+97.042,+98.540,+103.096,+103.924
0,42,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+97.842,+102.975,+96.958,+99.049,+100.674,+99.632,+104.890,+99.293,+104.480,+96.501,+98.209,+104.132,+100.144,+96.406,+95.655,+96.173,+104.057,+95.218,+102.556,+103.012,+95.097,+100.324,+102.826,+104.490,+95.972,+99.404,+101.277,+98.154,+98.505,+102.127,+103.100,+101.302,+97.831,+95.152,+95.605,+100.515,+102.091,+103.889,+102.363,+98.761,+98.065,+102.393,+95.006,+103.436,+98.104,+100.236,+100.245,+102.853
0,43,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+100.303,+100.134,+96.166,+97.651,+95.665,+102.527,+103.257,+95.691,+96.217,+104.687,+103.753,+102.938,+97.793,+98.995,+98.325,+95.758,+101.355,+103.190,+101.629,+97.816,+96.277,+102.291,+99.940,+98.591,+99.717,+99.307,+102.427,+95.926,+96.654,+98.648,+102.925,+97.350,+99.679,+95.348,+95.060,+103.809,+104.600,+96.043,+96.702,+99.790,+103.239,+101.859,+97.259,+100.617,+95.210,+102.989,+101.433,+96.098
0,44,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+95.052,+101.130,+96.364,+101.906,+104.057,+101.764,+103.836,+96.487,+98.035,+100.561,+100.717,+103.710,+100.510,+101.401,+101.891,+97.727,+99.710,+103.851,+97.533,+95.961,+98.128,+95.621,+97.539,+96.720,+101.622,+101.299,+102.176,+102.528,+103.986,+102.049,+100.897,+101.239,+103.427,+103.417,+95.796,+95.090,+102.998,+100.401,+96.055,+100.131,+101.607,+102.660,+97.177,+104.366,+101.274,+95.960,+96.928,+104.692
0,45,+21.901,+20.623,+15.067,+26.428,+2.237,+24.586,+22.431,+22.098,+24.380,+13.411,+17.415,+30.978,+27.775,+33.636,+5.234,+15.669,+10.992,+33.503,+23.566,+29.214,+26.417,+26.442,+18.621,+25.373,+12.605,+6.366,+15.293,+41.823,+32.421,+35.893,+26.047,+38.434,+17.150,+19.390,+28.707,+17.707,+44.782,+23.883,+20.218,+25.265,+19.202,+9.680,+35.278,+19.150,+15.056,+12.903,+2.297,+43.061,+104.908,+98.899,+103.303,+101.976,+103.576,+96.702,+104.488,+101.487,+104.362,+98.639,+96.331,+102.748,+104.027,+97.308,+102.589,+101.755,+98.872,+96.297,+97.265,+100.950,+97.003,+100.455,+97.358,+101.825,+101.990,+103.176,+101.498,+102.171,+103.708,+97.025,+102.055,+100.792,+99.979,+99.142,+95.240,+99.693,+95.913,+103.527,+102.270,+100.865,+95.904,+96.930,+98.049,+104.119,+103.003,+104.996,+102.774,+99.579
